seed,branch,family,observed_delta,expected_linear_delta,interaction_residual
42,mix_s000_c000_r100,classification,0.00440265263157893,0.00440265263157893,0.0
42,mix_s000_c020_r080,classification,0.005992597368421016,-0.008407977368421068,0.014400574736842083
42,mix_s000_c040_r060,classification,-0.0010867894736842243,-0.02121860736842107,0.020131817894736843
42,mix_s000_c060_r040,classification,-0.012505792105263203,-0.03402923736842106,0.02152344526315786
42,mix_s000_c080_r020,classification,-0.028385026315789486,-0.046839867368421065,0.01845484105263158
42,mix_s000_c100_r000,classification,-0.05965049736842106,-0.05965049736842106,0.0
42,mix_s020_c000_r080,classification,0.008782660526315777,0.002943911052631554,0.005838749473684223
42,mix_s020_c020_r060,classification,0.00864523421052631,-0.009866718947368444,0.018511953157894754
42,mix_s020_c040_r040,classification,-0.005491839473684213,-0.022677348947368444,0.017185509473684232
42,mix_s020_c060_r020,classification,-0.02224072894736845,-0.03548797894736844,0.013247249999999988
42,mix_s020_c080_r000,classification,-0.05237614210526319,-0.04829860894736844,-0.004077533157894747
42,mix_s040_c000_r060,classification,0.01109315526315786,0.0014851694736841782,0.009607985789473682
42,mix_s040_c020_r040,classification,0.0057025394736841765,-0.01132546052631582,0.017027999999999995
42,mix_s040_c040_r020,classification,-0.012894518421052626,-0.02413609052631582,0.011241572105263194
42,mix_s040_c060_r000,classification,-0.037353473684210534,-0.03694672052631581,-0.0004067531578947209
42,mix_s060_c000_r040,classification,0.008669455263157854,2.642789473680275e-05,0.008643027368421052
42,mix_s060_c020_r020,classification,-0.003238036842105296,-0.012784202105263195,0.009546165263157899
42,mix_s060_c040_r000,classification,-0.021271968421052646,-0.025594832105263195,0.004322863684210549
42,mix_s080_c000_r020,classification,0.0024741289473683703,-0.0014323136842105733,0.003906442631578943
42,mix_s080_c020_r000,classification,-0.008307947368421076,-0.014242943684210573,0.005934996315789497
42,mix_s100_c000_r000,classification,-0.002891055263157949,-0.002891055263157949,0.0
42,mix_s033_c033_r033,classification,-0.003696384210526327,-0.01937963333333336,0.015683249122807035
42,mix_s000_c000_r100,classification_transfer,0.006851999999999997,0.006851999999999997,0.0
42,mix_s000_c020_r080,classification_transfer,0.006767062499999976,-0.010536287500000007,0.01730334999999998
42,mix_s000_c040_r060,classification_transfer,-0.004088750000000016,-0.02792457500000001,0.023835824999999995
42,mix_s000_c060_r040,classification_transfer,-0.019711187500000046,-0.0453128625,0.025601674999999956
42,mix_s000_c080_r020,classification_transfer,-0.04021812500000001,-0.06270115000000002,0.022483025000000018
42,mix_s000_c100_r000,classification_transfer,-0.08008943750000001,-0.08008943750000001,0.0
42,mix_s020_c000_r080,classification_transfer,0.011373062500000003,0.004719362499999988,0.006653700000000015
42,mix_s020_c020_r060,classification_transfer,0.008964437499999992,-0.012668925000000017,0.02163336250000001
42,mix_s020_c040_r040,classification_transfer,-0.009595062500000001,-0.03005721250000002,0.02046215000000002
42,mix_s020_c060_r020,classification_transfer,-0.03201143750000003,-0.047445500000000015,0.015434062499999984
42,mix_s020_c080_r000,classification_transfer,-0.07017412500000002,-0.06483378750000003,-0.005340337499999986
42,mix_s040_c000_r060,classification_transfer,0.012813812499999966,0.002586724999999978,0.010227087499999989
42,mix_s040_c020_r040,classification_transfer,0.004858437499999979,-0.014801562500000025,0.019660000000000004
42,mix_s040_c040_r020,classification_transfer,-0.019308937499999984,-0.03218985000000003,0.012880912500000043
42,mix_s040_c060_r000,classification_transfer,-0.050705,-0.04957813750000002,-0.0011268624999999782
42,mix_s060_c000_r040,classification_transfer,0.009784187499999958,0.00045408749999996953,0.009330099999999989
42,mix_s060_c020_r020,classification_transfer,-0.006679125000000022,-0.016934200000000035,0.010255075000000013
42,mix_s060_c040_r000,classification_transfer,-0.02978075000000001,-0.03432248750000004,0.0045417375000000315
42,mix_s080_c000_r020,classification_transfer,0.0023031874999999563,-0.00167855000000004,0.003981737499999996
42,mix_s080_c020_r000,classification_transfer,-0.012786250000000013,-0.019066837500000045,0.006280587500000032
42,mix_s100_c000_r000,classification_transfer,-0.003811187500000049,-0.003811187500000049,0.0
42,mix_s033_c033_r033,classification_transfer,-0.0071533750000000035,-0.025682875000000018,0.018529500000000015
42,mix_s000_c000_r100,clustering,-0.04124550000000002,-0.04124550000000002,0.0
42,mix_s000_c020_r080,clustering,-0.05404800000000001,-0.05328110000000002,-0.000766899999999994
42,mix_s000_c040_r060,clustering,-0.06848100000000001,-0.06531670000000002,-0.003164299999999995
42,mix_s000_c060_r040,clustering,-0.072627,-0.0773523,0.004725300000000002
42,mix_s000_c080_r020,clustering,-0.08237450000000002,-0.08938790000000002,0.007013400000000003
42,mix_s000_c100_r000,clustering,-0.1014235,-0.1014235,0.0
42,mix_s020_c000_r080,clustering,-0.03298300000000001,-0.04305700000000002,0.010074000000000007
42,mix_s020_c020_r060,clustering,-0.050393999999999994,-0.05509260000000002,0.004698600000000025
42,mix_s020_c040_r040,clustering,-0.0494705,-0.06712820000000001,0.017657700000000012
42,mix_s020_c060_r020,clustering,-0.06713949999999999,-0.0791638,0.012024300000000016
42,mix_s020_c080_r000,clustering,-0.076021,-0.09119940000000001,0.015178400000000009
42,mix_s040_c000_r060,clustering,-0.02537600000000001,-0.04486850000000002,0.01949250000000001
42,mix_s040_c020_r040,clustering,-0.047851000000000005,-0.05690410000000001,0.009053100000000008
42,mix_s040_c040_r020,clustering,-0.0519415,-0.06893970000000002,0.01699820000000002
42,mix_s040_c060_r000,clustering,-0.059756000000000004,-0.0809753,0.021219299999999996
42,mix_s060_c000_r040,clustering,-0.04284950000000001,-0.04668000000000001,0.0038305000000000006
42,mix_s060_c020_r020,clustering,-0.044397500000000006,-0.058715600000000014,0.014318100000000007
42,mix_s060_c040_r000,clustering,-0.03886850000000003,-0.07075120000000001,0.031882699999999986
42,mix_s080_c000_r020,clustering,-0.051364999999999994,-0.048491500000000014,-0.0028734999999999802
42,mix_s080_c020_r000,clustering,-0.03701300000000002,-0.060527100000000014,0.023514099999999996
42,mix_s100_c000_r000,clustering,-0.050303000000000014,-0.050303000000000014,0.0
42,mix_s033_c033_r033,clustering,-0.05146600000000001,-0.064324,0.012857999999999994
42,mix_s000_c000_r100,retrieval,-0.002899999999999972,-0.002899999999999972,0.0
42,mix_s000_c020_r080,retrieval,-0.00905999999999997,-0.05497099999999998,0.04591100000000001
42,mix_s000_c040_r060,retrieval,-0.02283499999999998,-0.10704199999999998,0.084207
42,mix_s000_c060_r040,retrieval,-0.04956749999999999,-0.159113,0.10954550000000002
42,mix_s000_c080_r020,retrieval,-0.09104999999999998,-0.211184,0.12013400000000003
42,mix_s000_c100_r000,retrieval,-0.263255,-0.263255,0.0
42,mix_s020_c000_r080,retrieval,0.0024400000000000255,-0.009636499999999973,0.012076499999999999
42,mix_s020_c020_r060,retrieval,-0.011452499999999977,-0.061707499999999985,0.05025500000000001
42,mix_s020_c040_r040,retrieval,-0.030355000000000007,-0.11377849999999999,0.08342349999999998
42,mix_s020_c060_r020,retrieval,-0.07503999999999997,-0.1658495,0.09080950000000004
42,mix_s020_c080_r000,retrieval,-0.19667749999999998,-0.21792050000000002,0.02124300000000004
42,mix_s040_c000_r060,retrieval,-0.0010499999999999815,-0.016372999999999974,0.015322999999999993
42,mix_s040_c020_r040,retrieval,-0.012982499999999994,-0.06844399999999998,0.05546149999999998
42,mix_s040_c040_r020,retrieval,-0.05341249999999999,-0.120515,0.06710250000000001
42,mix_s040_c060_r000,retrieval,-0.13332999999999998,-0.172586,0.03925600000000001
42,mix_s060_c000_r040,retrieval,-0.006859999999999991,-0.023109499999999974,0.016249499999999983
42,mix_s060_c020_r020,retrieval,-0.03578499999999997,-0.07518049999999998,0.039395500000000014
42,mix_s060_c040_r000,retrieval,-0.10046249999999997,-0.1272515,0.02678900000000002
42,mix_s080_c000_r020,retrieval,-0.02425499999999997,-0.029845999999999977,0.005591000000000006
42,mix_s080_c020_r000,retrieval,-0.07006999999999997,-0.08191699999999999,0.011847000000000024
42,mix_s100_c000_r000,retrieval,-0.036582499999999976,-0.036582499999999976,0.0
42,mix_s033_c033_r033,retrieval,-0.034389999999999976,-0.10091249999999999,0.06652250000000001
43,mix_s000_c000_r100,sts,0.00012754155154337532,0.00012754155154337532,0.0
43,mix_s000_c020_r080,sts,-0.010550642472596497,-0.03875063601899971,0.028199993546403214
43,mix_s000_c040_r060,sts,-0.058292291091502614,-0.0776288135895428,0.01933652249804018
43,mix_s000_c060_r040,sts,-0.09952492025718436,-0.11650699116008587,0.016982070902901505
43,mix_s000_c080_r020,sts,-0.1265027576960345,-0.15538516873062896,0.028882411034594463
43,mix_s000_c100_r000,sts,-0.19426334630117204,-0.19426334630117204,0.0
43,mix_s020_c000_r080,sts,0.0013449330064941127,0.0028150113502350234,-0.0014700783437409106
43,mix_s020_c020_r060,sts,-0.026934650713074992,-0.036063166220308064,0.009128515507233072
43,mix_s020_c040_r040,sts,-0.06678806333325671,-0.07494134379085114,0.008153280457594433
43,mix_s020_c060_r020,sts,-0.09365930727982781,-0.11381952136139421,0.020160214081566402
43,mix_s020_c080_r000,sts,-0.11118033415432582,-0.15269769893193733,0.041517364777611504
43,mix_s040_c000_r060,sts,-0.00012185155178134899,0.005502481148926671,-0.00562433270070802
43,mix_s040_c020_r040,sts,-0.031029416524675668,-0.03337569642161641,0.0023462798969407436
43,mix_s040_c040_r020,sts,-0.054177441452719875,-0.0722538739921595,0.01807643253943963
43,mix_s040_c060_r000,sts,-0.056806721158385955,-0.11113205156270257,0.05432533040431662
43,mix_s060_c000_r040,sts,-0.0030138598147809725,0.008189950947618319,-0.011203810762399291
43,mix_s060_c020_r020,sts,-0.02028832425591461,-0.030688226622924766,0.010399902367010157
43,mix_s060_c040_r000,sts,-0.024645063508252425,-0.06956640419346785,0.04492134068521543
43,mix_s080_c000_r020,sts,0.0002411389562012959,0.010877420746309967,-0.010636281790108672
43,mix_s080_c020_r000,sts,-0.0028193141281371106,-0.028000756824233117,0.025181442696096006
43,mix_s100_c000_r000,sts,0.013564890545001615,0.013564890545001615,0.0
43,mix_s033_c033_r033,sts,-0.056340829209898434,-0.060190304734875674,0.0038494755249772403
43,mix_s000_c000_r100,classification,0.00527449210526314,0.00527449210526314,0.0
43,mix_s000_c020_r080,classification,0.005916521052631551,-0.007300151578947381,0.013216672631578932
43,mix_s000_c040_r060,classification,-0.0028649973684210517,-0.019874795263157902,0.01700979789473685
43,mix_s000_c060_r040,classification,-0.015579231578947372,-0.03244943894736842,0.016870207368421045
43,mix_s000_c080_r020,classification,-0.026182002631578983,-0.04502408263157894,0.01884207999999996
43,mix_s000_c100_r000,classification,-0.05759872631578946,-0.05759872631578946,0.0
43,mix_s020_c000_r080,classification,0.00932250263157891,0.0035883584210526153,0.005734144210526295
43,mix_s020_c020_r060,classification,0.006229428947368387,-0.008986285263157905,0.015215714210526293
43,mix_s020_c040_r040,classification,-0.005327734210526347,-0.021560928947368427,0.01623319473684208
43,mix_s020_c060_r020,classification,-0.024358931578947397,-0.034135572631578945,0.009776641052631548
43,mix_s020_c080_r000,classification,-0.0503510052631579,-0.04671021631578947,-0.0036407889473684327
43,mix_s040_c000_r060,classification,0.011029721052631558,0.0019022247368420907,0.009127496315789468
43,mix_s040_c020_r040,classification,0.0053981447368421035,-0.01067241894736843,0.01607056368421053
43,mix_s040_c040_r020,classification,-0.014869981578947377,-0.02324706263157895,0.008377081052631574
43,mix_s040_c060_r000,classification,-0.034209602631578975,-0.035821706315789466,0.0016121036842104905
43,mix_s060_c000_r040,classification,0.010624960526315763,0.00021609105263156628,0.010408869473684197
43,mix_s060_c020_r020,classification,-0.0007391815789473677,-0.012358552631578954,0.011619371052631586
43,mix_s060_c040_r000,classification,-0.013738147368421095,-0.024933196315789476,0.01119504894736838
43,mix_s080_c000_r020,classification,0.00248143421052629,-0.0014700426315789584,0.003951476842105248
43,mix_s080_c020_r000,classification,-0.007967123684210542,-0.014044686315789479,0.006077562631578937
43,mix_s100_c000_r000,classification,-0.003156176315789483,-0.003156176315789483,0.0
43,mix_s033_c033_r033,classification,-0.004451550000000059,-0.0184934701754386,0.01404192017543854
43,mix_s000_c000_r100,classification_transfer,0.008172062499999994,0.008172062499999994,0.0
43,mix_s000_c020_r080,classification_transfer,0.006310124999999986,-0.0088094,0.015119524999999986
43,mix_s000_c040_r060,classification_transfer,-0.006607562499999997,-0.025790862499999997,0.0191833
43,mix_s000_c060_r040,classification_transfer,-0.023783249999999992,-0.042772324999999986,0.018989074999999994
43,mix_s000_c080_r020,classification_transfer,-0.03782618750000004,-0.05975378749999998,0.021927599999999943
43,mix_s000_c100_r000,classification_transfer,-0.07673524999999998,-0.07673524999999998,0.0
43,mix_s020_c000_r080,classification_transfer,0.011751812499999972,0.005676237499999999,0.006075574999999974
43,mix_s020_c020_r060,classification_transfer,0.005747312499999976,-0.011305224999999997,0.01705253749999997
43,mix_s020_c040_r040,classification_transfer,-0.009817562500000016,-0.02828668749999999,0.018469124999999975
43,mix_s020_c060_r020,classification_transfer,-0.03475787500000002,-0.04526814999999998,0.010510274999999958
43,mix_s020_c080_r000,classification_transfer,-0.067511125,-0.06224961249999998,-0.0052615125000000235
43,mix_s040_c000_r060,classification_transfer,0.012701624999999994,0.003180412500000001,0.009521212499999994
43,mix_s040_c020_r040,classification_transfer,0.004675312500000001,-0.013801049999999992,0.018476362499999992
43,mix_s040_c040_r020,classification_transfer,-0.021646687499999998,-0.030782512499999987,0.00913582499999999
43,mix_s040_c060_r000,classification_transfer,-0.046610687500000025,-0.04776397499999998,0.001153287499999954
43,mix_s060_c000_r040,classification_transfer,0.012425937499999984,0.0006845875000000062,0.011741349999999977
43,mix_s060_c020_r020,classification_transfer,-0.0033581874999999983,-0.01629687499999999,0.01293868749999999
43,mix_s060_c040_r000,classification_transfer,-0.02019900000000005,-0.033278337499999984,0.013079337499999934
43,mix_s080_c000_r020,classification_transfer,0.0018846874999999819,-0.0018112374999999905,0.0036959249999999723
43,mix_s080_c020_r000,classification_transfer,-0.01209706250000002,-0.018792699999999985,0.006695637499999966
43,mix_s100_c000_r000,classification_transfer,-0.004307062499999986,-0.004307062499999986,0.0
43,mix_s033_c033_r033,classification_transfer,-0.008064437500000049,-0.024290083333333323,0.016225645833333274
43,mix_s000_c000_r100,clustering,-0.045075000000000004,-0.045075000000000004,0.0
43,mix_s000_c020_r080,clustering,-0.05800600000000003,-0.05502250000000001,-0.002983500000000021
43,mix_s000_c040_r060,clustering,-0.07001750000000001,-0.06497000000000001,-0.0050474999999999964
43,mix_s000_c060_r040,clustering,-0.08151850000000002,-0.07491750000000001,-0.00660100000000001
43,mix_s000_c080_r020,clustering,-0.074929,-0.08486500000000002,0.009936000000000028
43,mix_s000_c100_r000,clustering,-0.09481250000000002,-0.09481250000000002,0.0
43,mix_s020_c000_r080,clustering,-0.030637000000000025,-0.04556350000000001,0.014926499999999981
43,mix_s020_c020_r060,clustering,-0.048272500000000024,-0.05551100000000002,0.007238499999999995
43,mix_s020_c040_r040,clustering,-0.055226,-0.06545850000000002,0.01023250000000002
43,mix_s020_c060_r020,clustering,-0.06367,-0.07540600000000001,0.01173600000000001
43,mix_s020_c080_r000,clustering,-0.07757200000000003,-0.08535350000000003,0.007781499999999997
43,mix_s040_c000_r060,clustering,-0.03172,-0.04605200000000001,0.014332000000000011
43,mix_s040_c020_r040,clustering,-0.046060500000000004,-0.05599950000000002,0.009939000000000017
43,mix_s040_c040_r020,clustering,-0.05020450000000001,-0.06594700000000002,0.015742500000000006
43,mix_s040_c060_r000,clustering,-0.06250150000000002,-0.07589450000000002,0.013393000000000002
43,mix_s060_c000_r040,clustering,-0.03805649999999999,-0.04654050000000001,0.00848400000000002
43,mix_s060_c020_r020,clustering,-0.039978000000000014,-0.05648800000000002,0.016510000000000004
43,mix_s060_c040_r000,clustering,-0.049632499999999996,-0.06643550000000002,0.016803000000000026
43,mix_s080_c000_r020,clustering,-0.04603800000000002,-0.04702900000000002,0.0009909999999999988
43,mix_s080_c020_r000,clustering,-0.039073,-0.05697650000000003,0.01790350000000003
43,mix_s100_c000_r000,clustering,-0.04751750000000002,-0.04751750000000002,0.0
43,mix_s033_c033_r033,clustering,-0.05249650000000003,-0.06246833333333334,0.009971833333333312
43,mix_s000_c000_r100,retrieval,-0.0041049999999999975,-0.0041049999999999975,0.0
43,mix_s000_c020_r080,retrieval,-0.008584999999999968,-0.05423,0.04564500000000003
43,mix_s000_c040_r060,retrieval,-0.02543499999999997,-0.104355,0.07892000000000003
43,mix_s000_c060_r040,retrieval,-0.05588249999999999,-0.15448,0.09859750000000002
43,mix_s000_c080_r020,retrieval,-0.08937500000000001,-0.204605,0.11523
43,mix_s000_c100_r000,retrieval,-0.25473,-0.25473,0.0
43,mix_s020_c000_r080,retrieval,-0.0005424999999999736,-0.011887499999999997,0.011345000000000023
43,mix_s020_c020_r060,retrieval,-0.013749999999999998,-0.062012500000000005,0.04826250000000001
43,mix_s020_c040_r040,retrieval,-0.03582499999999998,-0.1121375,0.07631250000000002
43,mix_s020_c060_r020,retrieval,-0.07574,-0.1622625,0.0865225
43,mix_s020_c080_r000,retrieval,-0.191305,-0.2123875,0.021082500000000004
43,mix_s040_c000_r060,retrieval,-0.0018549999999999817,-0.019669999999999997,0.017815000000000015
43,mix_s040_c020_r040,retrieval,-0.018867499999999995,-0.069795,0.0509275
43,mix_s040_c040_r020,retrieval,-0.0549225,-0.11992000000000001,0.06499750000000001
43,mix_s040_c060_r000,retrieval,-0.13680749999999997,-0.170045,0.03323750000000003
43,mix_s060_c000_r040,retrieval,-0.007894999999999971,-0.027452499999999987,0.019557500000000016
43,mix_s060_c020_r020,retrieval,-0.03470999999999998,-0.0775775,0.04286750000000002
43,mix_s060_c040_r000,retrieval,-0.09509749999999997,-0.1277025,0.03260500000000002
43,mix_s080_c000_r020,retrieval,-0.027057499999999984,-0.035234999999999995,0.008177500000000011
43,mix_s080_c020_r000,retrieval,-0.06458249999999999,-0.08535999999999999,0.020777500000000004
43,mix_s100_c000_r000,retrieval,-0.043017499999999986,-0.043017499999999986,0.0
43,mix_s033_c033_r033,retrieval,-0.03964999999999999,-0.1006175,0.06096750000000001
44,mix_s000_c000_r100,sts,-1.6016165560461815e-07,-1.6016165560461815e-07,0.0
44,mix_s000_c020_r080,sts,-0.010089107003792988,-0.0370079682213355,0.026918861217542514
44,mix_s000_c040_r060,sts,-0.05130630114173729,-0.0740157762810154,0.02270947513927811
44,mix_s000_c060_r040,sts,-0.09305796640734425,-0.1110235843406953,0.017965617933351052
44,mix_s000_c080_r020,sts,-0.12906087874680056,-0.1480313924003752,0.018970513653574633
44,mix_s000_c100_r000,sts,-0.1850392004600551,-0.1850392004600551,0.0
44,mix_s020_c000_r080,sts,0.000674679462564202,0.0020670331661089077,-0.0013923537035447058
44,mix_s020_c020_r060,sts,-0.01860749548488096,-0.03494077489357099,0.01633327940869003
44,mix_s020_c040_r040,sts,-0.0646843455368219,-0.07194858295325088,0.007264237416428981
44,mix_s020_c060_r020,sts,-0.10359920181117006,-0.10895639101293078,0.0053571892017607176
44,mix_s020_c080_r000,sts,-0.10854171042671527,-0.14596419907261068,0.03742248864589541
44,mix_s040_c000_r060,sts,0.0007176954341528244,0.00413422649387342,-0.0034165310597205957
44,mix_s040_c020_r040,sts,-0.02801599953157315,-0.03287358156580648,0.004857582034233327
44,mix_s040_c040_r020,sts,-0.05836112625352996,-0.06988138962548637,0.011520263371956413
44,mix_s040_c060_r000,sts,-0.05018665019799142,-0.10688919768516628,0.056702547487174855
44,mix_s060_c000_r040,sts,-0.0009898892476688885,0.006201419821637932,-0.007191309069306821
44,mix_s060_c020_r020,sts,-0.0248154049999643,-0.030806388238041965,0.0059909832380776636
44,mix_s060_c040_r000,sts,-0.017010175266335675,-0.06781419629772185,0.050804021031386176
44,mix_s080_c000_r020,sts,-0.004582959468425425,0.008268613149402445,-0.01285157261782787
44,mix_s080_c020_r000,sts,-0.0019588995058081315,-0.028739194910277453,0.02678029540446932
44,mix_s100_c000_r000,sts,0.010335806477166956,0.010335806477166956,0.0
44,mix_s033_c033_r033,sts,-0.05197776474669504,-0.05823451804818124,0.006256753301486201
44,mix_s000_c000_r100,classification,0.005516365789473676,0.005516365789473676,0.0
44,mix_s000_c020_r080,classification,0.006415668421052634,-0.007327288947368436,0.01374295736842107
44,mix_s000_c040_r060,classification,-0.0012420157894736938,-0.02017094368421055,0.018928927894736856
44,mix_s000_c060_r040,classification,-0.014880884210526335,-0.03301459842105266,0.01813371421052632
44,mix_s000_c080_r020,classification,-0.026303102631578968,-0.045858253157894775,0.019555150526315807
44,mix_s000_c100_r000,classification,-0.05870190789473688,-0.05870190789473688,0.0
44,mix_s020_c000_r080,classification,0.008232207894736821,0.003435314210526306,0.004796893684210515
44,mix_s020_c020_r060,classification,0.007716360526315758,-0.009408340526315808,0.017124701052631565
44,mix_s020_c040_r040,classification,-0.003973857894736821,-0.02225199526315792,0.0182781373684211
44,mix_s020_c060_r020,classification,-0.02295127368421055,-0.03509565000000003,0.012144376315789476
44,mix_s020_c080_r000,classification,-0.050966302631578954,-0.047939304736842145,-0.003026997894736809
44,mix_s040_c000_r060,classification,0.010002118421052609,0.0013542626315789347,0.008647855789473673
44,mix_s040_c020_r040,classification,0.006322213157894741,-0.011489392105263178,0.01781160526315792
44,mix_s040_c040_r020,classification,-0.01245607105263159,-0.02433304684210529,0.0118769757894737
44,mix_s040_c060_r000,classification,-0.036111392105263186,-0.037176701578947396,0.0010653094736842103
44,mix_s060_c000_r040,classification,0.010192486842105242,-0.0007267889473684349,0.010919275789473677
44,mix_s060_c020_r020,classification,-0.0015183710526316175,-0.013570443684210547,0.01205207263157893
44,mix_s060_c040_r000,classification,-0.016203210526315803,-0.026414098421052662,0.01021088789473686
44,mix_s080_c000_r020,classification,0.0025976078947368532,-0.002807840526315806,0.005405448421052659
44,mix_s080_c020_r000,classification,-0.007620694736842149,-0.01565149526315792,0.008030800526315772
44,mix_s100_c000_r000,classification,-0.004888892105263176,-0.004888892105263176,0.0
44,mix_s033_c033_r033,classification,-0.003177502631578966,-0.019358144736842123,0.016180642105263158
44,mix_s000_c000_r100,classification_transfer,0.00873756249999999,0.00873756249999999,0.0
44,mix_s000_c020_r080,classification_transfer,0.006835375000000005,-0.008744637500000015,0.01558001250000002
44,mix_s000_c040_r060,classification_transfer,-0.004019624999999999,-0.02622683750000002,0.02220721250000002
44,mix_s000_c060_r040,classification_transfer,-0.022384000000000015,-0.04370903750000001,0.021325037499999998
44,mix_s000_c080_r020,classification_transfer,-0.037352562500000006,-0.06119123750000003,0.023838675000000024
44,mix_s000_c100_r000,classification_transfer,-0.07867343750000003,-0.07867343750000003,0.0
44,mix_s020_c000_r080,classification_transfer,0.009961312499999986,0.00570203749999999,0.0042592749999999955
44,mix_s020_c020_r060,classification_transfer,0.007540187499999976,-0.011780162500000016,0.019320349999999993
44,mix_s020_c040_r040,classification_transfer,-0.007763374999999975,-0.02926236250000002,0.021498987500000045
44,mix_s020_c060_r020,classification_transfer,-0.032702250000000016,-0.04674456250000002,0.014042312500000001
44,mix_s020_c080_r000,classification_transfer,-0.06818156249999999,-0.06422676250000003,-0.003954799999999953
44,mix_s040_c000_r060,classification_transfer,0.011943437499999987,0.0026665124999999896,0.009276924999999998
44,mix_s040_c020_r040,classification_transfer,0.005896187500000011,-0.014815687500000015,0.020711875000000025
44,mix_s040_c040_r020,classification_transfer,-0.018859562499999996,-0.03229788750000002,0.013438325000000022
44,mix_s040_c060_r000,classification_transfer,-0.04859318750000001,-0.049780087500000014,0.0011869000000000046
44,mix_s060_c000_r040,classification_transfer,0.012247187499999992,-0.00036901250000000944,0.012616200000000001
44,mix_s060_c020_r020,classification_transfer,-0.0039374375000000295,-0.017851212500000015,0.013913774999999986
44,mix_s060_c040_r000,classification_transfer,-0.02314875000000001,-0.03533341250000002,0.012184662500000012
44,mix_s080_c000_r020,classification_transfer,0.002293062500000012,-0.0034045375000000106,0.005697600000000023
44,mix_s080_c020_r000,classification_transfer,-0.011828500000000047,-0.020886737500000016,0.009058237499999969
44,mix_s100_c000_r000,classification_transfer,-0.00644006250000001,-0.00644006250000001,0.0
44,mix_s033_c033_r033,classification_transfer,-0.006570562500000016,-0.02545864583333335,0.018888083333333333
44,mix_s000_c000_r100,clustering,-0.05485000000000001,-0.05485000000000001,0.0
44,mix_s000_c020_r080,clustering,-0.048805000000000015,-0.063697,0.014891999999999989
44,mix_s000_c040_r060,clustering,-0.068915,-0.072544,0.0036289999999999933
44,mix_s000_c060_r040,clustering,-0.07678300000000002,-0.081391,0.004607999999999987
44,mix_s000_c080_r020,clustering,-0.08268149999999999,-0.09023800000000001,0.0075565000000000215
44,mix_s000_c100_r000,clustering,-0.099085,-0.099085,0.0
44,mix_s020_c000_r080,clustering,-0.02826100000000001,-0.05403110000000001,0.025770100000000004
44,mix_s020_c020_r060,clustering,-0.04047300000000001,-0.0628781,0.022405099999999997
44,mix_s020_c040_r040,clustering,-0.05124500000000001,-0.07172510000000001,0.0204801
44,mix_s020_c060_r020,clustering,-0.06919100000000003,-0.08057210000000001,0.011381099999999977
44,mix_s020_c080_r000,clustering,-0.07179150000000001,-0.0894191,0.017627599999999993
44,mix_s040_c000_r060,clustering,-0.03409350000000003,-0.05321220000000001,0.01911869999999998
44,mix_s040_c020_r040,clustering,-0.04385649999999999,-0.06205920000000001,0.018202700000000016
44,mix_s040_c040_r020,clustering,-0.05320750000000002,-0.07090620000000002,0.017698699999999998
44,mix_s040_c060_r000,clustering,-0.057173500000000016,-0.07975320000000001,0.022579699999999994
44,mix_s060_c000_r040,clustering,-0.038909,-0.052393300000000004,0.013484300000000005
